key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2012-04-24 18:44:00.00000072,6.9,2012-04-24 18:44:00 UTC,-73.972149,40.753032,-73.958378,40.77577,1
2009-03-20 08:38:57.0000001,4.9,2009-03-20 08:38:57 UTC,-73.96760400000001,40.752148,-73.960398,40.761726,1
2014-01-11 13:32:00.00000031,6.5,2014-01-11 13:32:00 UTC,-73.983272,40.748082000000004,-73.975207,40.758417,1
2011-04-21 17:49:22.0000002,4.9,2011-04-21 17:49:22 UTC,-73.964311,40.672208000000005,-73.967576,40.682107,4
2012-05-07 16:13:05.0000001,3.7,2012-05-07 16:13:05 UTC,-73.988191,40.749299,-73.984038,40.754525,1
2009-10-21 23:59:55.0000003,4.1,2009-10-21 23:59:55 UTC,-73.992189,40.742736,-73.990832,40.750026,1
2012-05-13 09:47:00.0000003,6.9,2012-05-13 09:47:00 UTC,-73.964218,40.764648,-73.97384699999999,40.763207,1
2010-05-22 13:58:08.0000002,3.7,2010-05-22 13:58:08 UTC,-73.955556,40.788258,-73.958404,40.782415,3
2015-03-18 07:40:53.0000008,7.5,2015-03-18 07:40:53 UTC,-73.992431640625,40.73793029785156,-73.98387145996094,40.755165100097656,1
2012-02-11 16:52:38.0000001,4.1,2012-02-11 16:52:38 UTC,-73.998975,40.760133,-73.994899,40.75271,1
2013-02-06 10:13:35.0000004,6.5,2013-02-06 10:13:35 UTC,-73.991291,40.745191999999996,-73.98983,40.751241,1
2009-11-01 04:30:00.00000073,5.3,2009-11-01 04:30:00 UTC,-73.960353,40.762133,-73.969522,40.757247,2
2014-11-12 11:43:05.0000001,25.0,2014-11-12 11:43:05 UTC,-74.013115,40.705625,-73.95591999999999,40.723155,1
2013-02-17 11:28:00.000000135,6.5,2013-02-17 11:28:00 UTC,-73.99910799999999,40.72634,-73.993378,40.733270000000005,1
2011-08-19 06:46:00.000000113,12.5,2011-08-19 06:46:00 UTC,-73.95794699999999,40.800982,-73.990377,40.756448,1
2012-05-27 17:27:00.00000043,10.1,2012-05-27 17:27:00 UTC,-73.963657,40.775257,-73.98683,40.7453,5
2015-03-25 15:13:17.0000003,9.0,2015-03-25 15:13:17 UTC,-73.99019622802734,40.74027633666992,-73.99483489990234,40.75010299682617,2
2014-03-08 16:42:00.00000050,10.5,2014-03-08 16:42:00 UTC,-74.002125,40.730037,-73.997702,40.756512,2
2010-02-16 11:22:08.0000002,9.3,2010-02-16 11:22:08 UTC,-73.989639,40.768081,-73.96851600000001,40.751723999999996,1
2013-10-28 16:08:22.0000003,4.5,2013-10-28 16:08:22 UTC,-73.952811,40.791769,-73.957717,40.785140000000006,1
2009-09-25 20:36:00.000000202,4.9,2009-09-25 20:36:00 UTC,-73.970562,40.78369,-73.980695,40.780896999999996,1
2009-10-14 15:37:45.0000004,10.9,2009-10-14 15:37:45 UTC,-73.99896899999999,40.724864000000004,-73.99096800000001,40.754193,1
2010-02-14 13:37:00.00000066,10.9,2010-02-14 13:37:00 UTC,-73.991938,40.726383,-74.010318,40.711743,1
2014-03-10 15:58:00.00000062,35.33,2014-03-10 15:58:00 UTC,-73.86391,40.769742,-73.977097,40.76169,1
2015-01-01 12:55:40.0000002,8.5,2015-01-01 12:55:40 UTC,-73.98888397216798,40.75651931762695,-73.99639892578125,40.73308563232422,1
2013-10-05 10:58:00.00000011,7.5,2013-10-05 10:58:00 UTC,-73.980982,40.774267,-73.969173,40.760971999999995,1
2009-02-28 01:27:00.00000073,4.9,2009-02-28 01:27:00 UTC,-74.0088,40.719275,-74.01179499999999,40.709612,5
2011-11-14 16:56:00.000000140,45.0,2011-11-14 16:56:00 UTC,-73.789402,40.643941999999996,-73.968622,40.754922,5
2010-01-16 15:46:00.000000153,12.9,2010-01-16 15:46:00 UTC,-73.95514,40.779382,-73.914775,40.820602,2
2010-02-19 17:49:14.0000001,4.9,2010-02-19 17:49:14 UTC,-73.97762,40.779065,-73.982187,40.769597999999995,1
2012-05-26 20:33:00.000000104,11.3,2012-05-26 20:33:00 UTC,-73.99125699999999,40.751188,-73.96204300000001,40.7674,4
2010-05-21 00:10:00.000000163,4.9,2010-05-21 00:10:00 UTC,-73.99244499999999,40.746232,-74.005718,40.740008,3
2011-02-16 21:43:00.000000184,7.7,2011-02-16 21:43:00 UTC,-73.97228,40.749887,-73.986672,40.729892,1
2014-12-23 09:53:19.0000001,10.0,2014-12-23 09:53:19 UTC,-73.981657,40.732665999999995,-73.987115,40.747557,1
2011-04-27 10:03:41.0000004,9.7,2011-04-27 10:03:41 UTC,-73.96203,40.763721999999994,-73.976935,40.758432,1
2009-05-11 16:48:15.0000001,4.9,2009-05-11 16:48:15 UTC,-73.986048,40.740696,-73.978162,40.74184,1
2011-06-25 03:04:00.00000047,3.7,2011-06-25 03:04:00 UTC,-73.98366700000001,40.749873,-73.98366700000001,40.749873,1
2011-07-27 07:19:51.0000001,10.1,2011-07-27 07:19:51 UTC,-73.945649,40.778109,-73.97694399999999,40.751618,1
2010-05-26 14:00:30.0000003,10.1,2010-05-26 14:00:30 UTC,-74.000279,40.758328999999996,-73.97978499999999,40.75267,1
2013-02-17 06:58:00.00000015,21.5,2013-02-17 06:58:00 UTC,-73.969188,40.798517,-74.008157,40.723752000000005,1
2011-03-23 08:24:00.000000115,4.5,2011-03-23 08:24:00 UTC,-73.983092,40.744718,-73.98172,40.736573,1
2013-07-22 15:36:02.0000001,9.5,2013-07-22 15:36:02 UTC,-73.990447,40.740401,-73.980787,40.755368,4
2009-03-03 17:54:00.000000185,4.9,2009-03-03 17:54:00 UTC,-73.96483,40.760013,-73.971035,40.74866,5
2015-03-15 19:45:25.0000005,5.5,2015-03-15 19:45:25 UTC,-73.98709869384766,40.720924377441406,-73.97879028320312,40.72410202026367,1
2009-03-02 19:03:00.000000142,6.9,2009-03-02 19:03:00 UTC,-73.99194,40.745823,-73.9875,40.732973,1
2013-12-03 15:21:00.00000067,13.5,2013-12-03 15:21:00 UTC,-74.008911,40.719265,-73.987146,40.739048,1
2009-01-15 17:47:00.000000109,31.05,2009-01-15 17:47:00 UTC,0.0,0.0,0.0,0.0,5
2010-04-06 13:56:26.0000002,9.7,2010-04-06 13:56:26 UTC,-73.986245,40.726278,-73.978973,40.753259,1
2012-07-08 18:40:50.0000004,10.5,2012-07-08 18:40:50 UTC,-73.997792,40.72408,-73.974225,40.753471999999995,1
2012-02-21 21:37:00.00000022,10.1,2012-02-21 21:37:00 UTC,-73.998852,40.7199,-73.990525,40.689397,1
2009-03-25 14:50:00.000000141,6.1,2009-03-25 14:50:00 UTC,-73.977387,40.758977,-73.965558,40.75665,1
2012-03-26 21:21:07.0000006,16.9,2012-03-26 21:21:07 UTC,-74.004042,40.725414,-73.97465600000001,40.672562,1
2009-08-21 20:14:06.0000001,10.9,2009-08-21 20:14:06 UTC,-74.00234300000001,40.70883,-73.98512099999999,40.738732,1
2015-01-10 12:47:22.00000010,8.5,2015-01-10 12:47:22 UTC,-73.97760009765625,40.76100540161133,-73.98805236816406,40.76313400268555,1
2010-01-12 16:46:20.0000003,6.1,2010-01-12 16:46:20 UTC,-73.952116,40.773139,-73.961394,40.780144,1
2013-06-03 06:12:00.00000064,9.0,2013-06-03 06:12:00 UTC,-73.992377,40.743605,-74.009787,40.714825,6
2012-02-07 08:08:00.00000076,4.9,2012-02-07 08:08:00 UTC,-73.96645699999999,40.758932,-73.97524200000001,40.751362,5
2011-10-22 20:44:18.0000003,8.9,2011-10-22 20:44:18 UTC,-73.977109,40.726325,-74.00434200000001,40.740623,1
2009-04-16 17:43:00.00000016,11.3,2009-04-16 17:43:00 UTC,-73.984488,40.760917,-73.995572,40.742657,2
2011-01-21 07:40:14.0000001,8.9,2011-01-21 07:40:14 UTC,-73.98174499999999,40.764784999999996,-73.982185,40.74098,1
2014-02-28 23:18:23.0000001,8.0,2014-02-28 23:18:23 UTC,-73.985456,40.767896,-73.973444,40.757249,3
2014-12-29 20:32:06.0000004,4.5,2014-12-29 20:32:06 UTC,-73.973225,40.764214,-73.964937,40.763329,1
2009-03-20 11:40:00.000000159,8.5,2009-03-20 11:40:00 UTC,-73.97325500000001,40.758008000000004,-73.990718,40.750975,1
2013-05-04 12:37:00.000000137,5.5,2013-05-04 12:37:00 UTC,-73.97834,40.755691999999996,-73.987437,40.749687,1
2012-05-06 02:23:00.000000115,10.5,2012-05-06 02:23:00 UTC,-73.996645,40.755345,-73.989942,40.729405,1
2009-09-02 17:17:10.0000002,5.7,2009-09-02 17:17:10 UTC,-73.974719,40.763268,-73.963149,40.769227,1
2012-10-05 20:14:00.000000123,5.0,2012-10-05 20:14:00 UTC,-73.964225,40.776257,-73.97223699999999,40.765405,1
2014-06-15 21:44:24.0000002,10.5,2014-06-15 21:44:24 UTC,-73.974232,40.793766999999995,-73.947415,40.775921999999994,2
2014-01-01 17:00:00.00000058,7.5,2014-01-01 17:00:00 UTC,-73.927817,40.76984,-73.92281,40.755687,2
2012-08-07 17:45:49.0000004,32.5,2012-08-07 17:45:49 UTC,-73.862891,40.769026000000004,-73.978626,40.765347999999996,1
2014-12-18 21:11:00.00000034,3.0,2014-12-18 21:11:00 UTC,-73.966752,40.756147,-73.96866,40.75575,5
2012-03-10 12:54:00.000000152,9.3,2012-03-10 12:54:00 UTC,-73.99695200000001,40.729791999999996,-73.99814,40.745771999999995,3
2012-12-25 14:12:13.0000003,6.0,2012-12-25 14:12:13 UTC,-73.946147,40.773149,-73.95979799999999,40.77029,2
2013-05-17 09:04:00.00000012,14.0,2013-05-17 09:04:00 UTC,-73.998075,40.722652000000004,-73.985117,40.757602,1
2013-11-11 08:22:00.00000060,11.5,2013-11-11 08:22:00 UTC,-73.957475,40.782802000000004,-73.976837,40.758829999999996,3
2014-03-06 16:11:00.00000082,4.5,2014-03-06 16:11:00 UTC,-74.004237,40.747545,-73.997135,40.753725,1
2012-05-14 10:32:00.00000022,26.9,2012-05-14 10:32:00 UTC,-73.983362,40.742743,-73.875522,40.771432,1
2013-08-22 04:01:49.0000001,14.5,2013-08-22 04:01:49 UTC,-74.001816,40.727123,-73.942073,40.721914,2
2009-12-30 21:10:00.000000150,23.3,2009-12-30 21:10:00 UTC,-73.871312,40.773833,-73.93614000000001,40.857265000000005,2
2015-06-02 20:56:33.0000004,12.5,2015-06-02 20:56:33 UTC,-73.98237609863281,40.74506378173828,-73.95066833496094,40.77847671508789,1
2015-05-29 01:14:20.0000001,6.0,2015-05-29 01:14:20 UTC,-73.9902572631836,40.72920989990234,-73.99667358398438,40.73313522338867,2
2015-04-23 07:33:34.0000005,4.5,2015-04-23 07:33:34 UTC,-73.9726333618164,40.756248474121094,-73.9773712158203,40.75184631347656,2
2015-06-09 01:43:35.0000002,8.0,2015-06-09 01:43:35 UTC,0.0,0.0,0.0,0.0,4
2009-08-01 12:05:48.0000003,7.3,2009-08-01 12:05:48 UTC,-73.97955400000001,40.746247,-73.997509,40.724287,1
2013-02-20 17:03:43.0000002,5.5,2013-02-20 17:03:43 UTC,-73.94856300000001,40.782127,-73.958159,40.768919,3
2013-06-24 07:03:00.00000067,11.5,2013-06-24 07:03:00 UTC,-73.985051,40.723946999999995,-74.006139,40.706271,1
2013-04-02 23:30:00.000000141,10.0,2013-04-02 23:30:00 UTC,-73.994952,40.745,-73.96457,40.760697,2
2014-03-26 03:57:00.00000024,5.0,2014-03-26 03:57:00 UTC,-74.006985,40.743767,-73.996645,40.747009999999996,1
2015-03-22 16:58:07.0000002,10.0,2015-03-22 16:58:07 UTC,-73.98220825195312,40.77120590209961,-73.96298217773438,40.75815200805664,1
2009-10-02 20:59:23.0000002,12.9,2009-10-02 20:59:23 UTC,-73.99059,40.73438,-73.958484,40.783457,1
2010-09-17 14:37:00.000000183,27.3,2010-09-17 14:37:00 UTC,-73.984112,40.737255,-74.0067,40.7056,1
2010-08-06 16:24:00.0000006,4.9,2010-08-06 16:24:00 UTC,-73.96544200000001,40.763883,-73.954993,40.777433,1
2010-10-03 03:15:29.0000004,6.5,2010-10-03 03:15:29 UTC,-73.95689399999999,40.718626,-73.95353,40.735138,1
2014-09-27 15:13:18.0000001,57.33,2014-09-27 15:13:18 UTC,-73.79016,40.64331,-73.988776,40.758745000000005,1
2011-12-03 10:46:00.00000044,5.3,2011-12-03 10:46:00 UTC,-73.973105,40.744209999999995,-73.975483,40.755140000000004,1
2013-02-24 13:44:48.0000004,10.0,2013-02-24 13:44:48 UTC,-74.0048,40.737569,-73.977852,40.751946999999994,1
2011-08-19 18:10:30.0000004,8.9,2011-08-19 18:10:30 UTC,-73.982434,40.748384,-73.958706,40.768764000000004,1
2013-07-14 00:52:34.0000004,6.0,2013-07-14 00:52:34 UTC,-73.978125,40.764637,-73.960003,40.770531,1
2010-09-12 17:52:59.0000001,13.3,2010-09-12 17:52:59 UTC,-73.973158,40.785108,-73.982517,40.772407,1
2012-06-15 21:02:00.000000201,5.7,2012-06-15 21:02:00 UTC,-73.98782,40.75028,-73.97513199999999,40.749072,1
2011-02-22 19:48:00.000000185,8.1,2011-02-22 19:48:00 UTC,-73.982573,40.739552,-73.96320300000001,40.766495,2
2011-12-19 12:06:43.0000001,3.7,2011-12-19 12:06:43 UTC,-74.0046,40.7068,-74.0125,40.7026,1
2013-10-30 12:24:29.0000001,5.5,2013-10-30 12:24:29 UTC,-73.97457299999999,40.794118,-73.98061899999999,40.783983,1
2014-12-25 11:05:47.0000003,15.5,2014-12-25 11:05:47 UTC,-74.00970500000001,40.70198,-73.99149,40.738825,2
2013-01-28 07:37:17.0000001,3.5,2013-01-28 07:37:17 UTC,-73.995914,40.759213,-73.988407,40.760067,1
2014-11-03 20:15:00.000000205,10.5,2014-11-03 20:15:00 UTC,-73.989112,40.760321999999995,-74.003495,40.732255,1
2009-05-24 18:37:10.0000001,6.9,2009-05-24 18:37:10 UTC,-73.973373,40.763804,-73.991227,40.750937,2
2014-06-16 18:27:00.000000139,13.0,2014-06-16 18:27:00 UTC,-73.9684,40.761927,-73.991365,40.73254,2
2011-10-21 21:01:43.0000003,21.7,2011-10-21 21:01:43 UTC,-73.950344,40.783840999999995,-73.924665,40.761677,1
2015-03-10 16:59:49.0000004,16.0,2015-03-10 16:59:49 UTC,-73.9910659790039,40.73648452758789,-73.98765563964845,40.754219055175774,1
2011-10-16 02:11:00.000000124,10.5,2011-10-16 02:11:00 UTC,-73.966883,40.760067,-73.92716999999999,40.773247,1
2010-07-25 10:15:00.00000048,18.5,2010-07-25 10:15:00 UTC,-74.017208,40.705368,-73.991885,40.750028,1
2012-10-08 21:28:01.0000001,2.5,2012-10-08 21:28:01 UTC,-73.91748199999999,40.742835,-73.91748199999999,40.742835,1
2009-01-06 08:48:07.0000005,4.9,2009-01-06 08:48:07 UTC,-73.984679,40.758792,-73.991272,40.750153999999995,1
2012-03-28 06:35:00.000000101,5.3,2012-03-28 06:35:00 UTC,-73.983913,40.755927,-73.995882,40.76401,1
2009-11-17 22:19:00.000000198,3.7,2009-11-17 22:19:00 UTC,-73.97135,40.765423,-73.975955,40.762295,1
2014-10-17 15:55:00.00000042,7.0,2014-10-17 15:55:00 UTC,-73.99772,40.741287,-73.984095,40.746377,6
2009-09-22 19:29:00.00000073,8.1,2009-09-22 19:29:00 UTC,-73.997162,40.762938,-73.97721800000001,40.754117,5
2013-12-12 15:29:46.0000004,12.5,2013-12-12 15:29:46 UTC,-73.969764,40.789864,-73.958591,40.768705,2
2010-04-17 16:14:00.000000123,16.9,2010-04-17 16:14:00 UTC,-73.95626800000001,40.818497,-73.964578,40.763112,5
2010-04-01 19:23:37.0000003,4.9,2010-04-01 19:23:37 UTC,-73.99590400000001,40.739577000000004,-74.00334699999999,40.734369,1
2010-06-04 03:58:00.00000017,8.5,2010-06-04 03:58:00 UTC,0.0,0.0,0.0,0.0,5
2013-05-04 00:53:00.00000021,9.0,2013-05-04 00:53:00 UTC,-73.98125,40.759397,-73.98125999999999,40.782712,1
2014-08-03 23:42:16.0000001,16.5,2014-08-03 23:42:16 UTC,-73.95351600000001,40.787999,-73.98841,40.731939000000004,1
2013-04-20 00:23:00.000000293,23.5,2013-04-20 00:23:00 UTC,-73.983618,40.729267,-73.990105,40.766954999999996,1
2011-12-19 17:17:17.0000003,17.7,2011-12-19 17:17:17 UTC,-74.01515500000001,40.707791,-73.979268,40.763886,1
2015-02-03 21:31:44.0000004,13.0,2015-02-03 21:31:44 UTC,-73.99140167236328,40.74309921264648,-73.98474884033203,40.76947021484375,1
2011-05-11 10:16:00.000000215,9.3,2011-05-11 10:16:00 UTC,-74.006843,40.748807,-74.01142,40.714787,1
2015-05-27 12:46:30.0000005,15.0,2015-05-27 12:46:30 UTC,-73.9782943725586,40.74484634399415,-73.98895263671875,40.75241088867188,1
2010-12-08 10:01:00.00000029,10.9,2010-12-08 10:01:00 UTC,-73.966785,40.764587,-73.99127800000001,40.750825,2
2011-04-12 08:02:00.000000211,8.5,2011-04-12 08:02:00 UTC,-73.95509200000001,40.769178000000004,-73.977828,40.773804999999996,1
2014-03-11 11:03:00.00000075,10.5,2014-03-11 11:03:00 UTC,-73.992432,40.756316999999996,-73.974985,40.758752,1
2012-01-06 20:23:00.000000125,3.3,2012-01-06 20:23:00 UTC,-73.955078,40.767417,-73.95279000000001,40.771933000000004,5
2012-03-24 03:48:00.00000049,10.1,2012-03-24 03:48:00 UTC,-74.00670699999999,40.744082,-74.00913800000001,40.71027,1
2009-10-26 16:53:00.00000045,8.1,2009-10-26 16:53:00 UTC,-73.970905,40.766975,-73.98902700000001,40.755258000000005,5
2009-10-31 16:42:40.0000002,12.9,2009-10-31 16:42:40 UTC,-73.989866,40.720541,-73.97276,40.764826,1
2011-04-03 13:21:38.0000003,4.1,2011-04-03 13:21:38 UTC,-73.973288,40.792911,-73.97868100000001,40.785852,1
2013-12-08 04:37:00.00000077,12.0,2013-12-08 04:37:00 UTC,-73.956688,40.748377000000005,-73.96685699999999,40.759985,1
2010-01-30 15:59:00.000000237,4.9,2010-01-30 15:59:00 UTC,-73.98804799999999,40.723647,-73.97600200000001,40.740145,1
2012-06-05 13:50:09.0000004,8.5,2012-06-05 13:50:09 UTC,-73.979322,40.784859000000004,-73.964021,40.809858,1
2011-04-24 20:32:53.0000004,9.7,2011-04-24 20:32:53 UTC,-73.985608,40.723456,-74.008526,40.705731,2
2010-06-02 14:24:22.0000004,4.1,2010-06-02 14:24:22 UTC,-73.982488,40.731621000000004,-73.974314,40.743287,1
2014-03-05 12:26:55.0000003,6.0,2014-03-05 12:26:55 UTC,-73.955841,40.765997999999996,-73.948758,40.775807,1
2015-01-18 01:39:31.0000001,9.5,2015-01-18 01:39:31 UTC,-73.99452209472656,40.750648498535156,-73.98049926757811,40.73223114013672,1
2009-02-02 20:36:39.0000002,4.6,2009-02-02 20:36:39 UTC,0.0,0.0,0.0,0.0,1
2012-10-03 18:59:21.0000005,34.0,2012-10-03 18:59:21 UTC,-74.00829499999999,40.71195,-73.829122,40.690502,1
2013-09-16 15:38:47.0000008,11.5,2013-09-16 15:38:47 UTC,-74.00563199999999,40.7404,-73.979043,40.761975,1
2015-02-20 07:22:57.0000004,16.5,2015-02-20 07:22:57 UTC,-73.98123931884766,40.73324966430664,-73.92658233642578,40.74385070800781,2
2012-07-11 08:12:00.000000102,4.9,2012-07-11 08:12:00 UTC,-73.972595,40.743177,-73.96582,40.754412,6
2010-09-19 20:00:50.0000007,7.3,2010-09-19 20:00:50 UTC,-73.94765799999999,40.775427,-73.94970699999999,40.768522999999995,1
2013-06-20 22:08:30.0000001,12.5,2013-06-20 22:08:30 UTC,-74.00240500000001,40.739874,-74.010015,40.714653000000006,2
2012-07-11 08:10:19.0000001,9.7,2012-07-11 08:10:19 UTC,-73.94876500000001,40.774062,-73.981988,40.77453,1
2009-11-13 17:11:00.00000046,13.3,2009-11-13 17:11:00 UTC,-73.983705,40.769220000000004,-73.99199300000001,40.737142999999996,2
2015-05-15 00:09:39.0000002,15.0,2015-05-15 00:09:39 UTC,-73.9698486328125,40.75734329223633,-73.97254943847656,40.79380798339844,2
2012-11-26 15:10:06.0000002,7.0,2012-11-26 15:10:06 UTC,-73.987089,40.749727,-73.98593100000001,40.761340999999994,1
2013-07-10 23:10:00.000000139,6.0,2013-07-10 23:10:00 UTC,-73.977572,40.754059999999996,-73.990913,40.755912,1
2009-01-31 04:14:27.0000001,4.9,2009-01-31 04:14:27 UTC,-74.00248,40.750074,-73.992625,40.758415,1
2014-11-22 23:45:00.000000176,3.5,2014-11-22 23:45:00 UTC,-73.97574,40.78544,-73.972993,40.790413,1
2011-05-17 22:56:00.000000154,5.7,2011-05-17 22:56:00 UTC,-73.98598299999999,40.740087,-73.97219799999999,40.747213,5
2015-04-25 07:38:14.0000001,15.5,2015-04-25 07:38:14 UTC,-73.9998550415039,40.73843383789063,-73.95952606201173,40.7161521911621,1
2009-09-16 20:07:00.00000073,6.9,2009-09-16 20:07:00 UTC,-73.985295,40.7366,-73.995965,40.753341999999996,1
